ID;rodada;data;hora;mandante;visitante;vencedor;mandante_Placar;visitante_Placar;time_vencedor;;
2054;10;07/07/2007;18:10;Nautico;Palmeiras;Palmeiras;0;1;2;;
2055;10;07/07/2007;18:10;Juventude;Vasco;Juventude;2;0;1;;
2057;29;07/07/2007;18:10;Sao Paulo;Flamengo;-;0;0;3;;
2067;11;12/07/2007;20:30;Parana;Figueirense;Figueirense;1;2;2;;
2068;11;12/07/2007;20:30;Juventude;Nautico;-;1;1;3;;
2069;11;12/07/2007;20:30;Vasco;Athletico-PR;Vasco;1;0;1;;
2070;11;14/07/2007;16:00;Santos;Botafogo-RJ;Santos;3;0;1;;
2071;11;14/07/2007;16:00;Sport;Atletico-MG;Sport;2;0;1;;
2072;11;14/07/2007;16:00;Gremio;Palmeiras;-;1;1;3;;
2073;11;14/07/2007;20:00;Cruzeiro;Goias;Cruzeiro;2;1;1;;
2074;11;14/07/2007;20:00;America-RN;Internacional;Internacional;1;2;2;;
2075;11;14/07/2007;20:30;Corinthians;Sao Paulo;-;1;1;3;;
1998;12;18/07/2007;19:30;Figueirense;Sport;Sport;0;1;2;;
1999;12;18/07/2007;20:30;Atletico-MG;America-RN;Atletico-MG;4;1;1;;
2000;12;18/07/2007;20:30;Athletico-PR;Juventude;Athletico-PR;4;0;1;;
2001;12;18/07/2007;21:45;Internacional;Corinthians;Internacional;3;0;1;;
2002;12;18/07/2007;21:45;Nautico;Cruzeiro;Cruzeiro;1;4;2;;
2003;12;18/07/2007;21:45;Sao Paulo;Fluminense;Fluminense;0;1;2;;
2004;12;19/07/2007;20:30;Flamengo;Parana;Parana;1;2;2;;
2005;12;19/07/2007;20:30;Goias;Gremio;-;0;0;3;;
2006;12;19/07/2007;20:30;Palmeiras;Santos;-;2;2;3;;
2094;14;19/07/2007;15:00;Botafogo-RJ;Juventude;Botafogo-RJ;3;1;1;;
2095;14;19/07/2007;20:30;Atletico-MG;Fluminense;Atletico-MG;3;0;1;;
2096;14;19/07/2007;20:30;Sao Paulo;Sport;Sao Paulo;3;1;1;;
2077;13;21/07/2007;18:10;Juventude;Internacional;Juventude;2;0;1;;
2078;13;21/07/2007;18:10;America-RN;Athletico-PR;America-RN;2;1;1;;
2079;13;21/07/2007;18:10;Vasco;Atletico-MG;Vasco;4;0;1;;
2080;13;22/07/2007;16:00;Corinthians;Nautico;Nautico;0;3;2;;
2081;13;22/07/2007;16:00;Fluminense;Goias;Fluminense;3;0;1;;
2082;13;22/07/2007;16:00;Gremio;Flamengo;Gremio;1;0;1;;
2083;13;22/07/2007;16:00;Cruzeiro;Sao Paulo;Sao Paulo;1;2;2;;
2084;13;22/07/2007;18:10;Parana;Palmeiras;Parana;1;0;1;;
2085;13;22/07/2007;18:10;Sport;Botafogo-RJ;-;3;3;3;;
2086;13;22/07/2007;18:10;Santos;Figueirense;Santos;3;1;1;;
2087;14;25/07/2007;19:30;Athletico-PR;Cruzeiro;-;2;2;3;;
2088;14;25/07/2007;19:30;Goias;Santos;Goias;1;0;1;;
2089;14;25/07/2007;20:30;Nautico;Gremio;Gremio;0;2;2;;
2090;14;25/07/2007;20:30;Flamengo;America-RN;Flamengo;3;1;1;;
2091;14;25/07/2007;21:45;Palmeiras;Vasco;Palmeiras;3;2;1;;
2092;14;25/07/2007;21:45;Figueirense;Corinthians;-;2;2;3;;
2093;14;25/07/2007;21:45;Internacional;Parana;Internacional;1;0;1;;
2097;15;28/07/2007;18:10;Santos;Nautico;Nautico;1;2;2;;
2098;15;28/07/2007;18:10;Vasco;Goias;Vasco;4;1;1;;
2099;15;28/07/2007;18:10;Gremio;Athletico-PR;-;1;1;3;;
2100;15;29/07/2007;16:00;Corinthians;Flamengo;-;2;2;3;;
2101;15;29/07/2007;16:00;Parana;Atletico-MG;Atletico-MG;1;3;2;;
2102;15;29/07/2007;16:00;Juventude;Palmeiras;-;1;1;3;;
2103;15;29/07/2007;16:00;Sport;Internacional;Internacional;1;5;2;;
2104;15;29/07/2007;18:10;Cruzeiro;Botafogo-RJ;Cruzeiro;3;2;1;;
2105;15;29/07/2007;18:10;America-RN;Sao Paulo;Sao Paulo;0;1;2;;
2106;15;29/07/2007;18:10;Fluminense;Figueirense;-;1;1;3;;
2107;16;01/08/2007;19:30;Nautico;Fluminense;-;0;0;3;;
2108;16;01/08/2007;19:30;Goias;Parana;Goias;2;0;1;;
2109;16;01/08/2007;20:30;Palmeiras;Sport;Sport;1;2;2;;
2110;16;01/08/2007;20:30;Botafogo-RJ;America-RN;Botafogo-RJ;4;2;1;;
2111;16;01/08/2007;21:45;Atletico-MG;Santos;Santos;1;2;2;;
2112;16;01/08/2007;21:45;Athletico-PR;Corinthians;-;2;2;3;;
2113;16;01/08/2007;21:45;Internacional;Vasco;Vasco;0;2;2;;
2114;16;02/08/2007;20:30;Sao Paulo;Juventude;Sao Paulo;3;1;1;;
2115;16;02/08/2007;20:30;Figueirense;Gremio;Figueirense;1;0;1;;
2117;17;04/08/2007;18:10;Sport;Athletico-PR;Sport;3;2;1;;
2118;17;04/08/2007;18:10;America-RN;Nautico;Nautico;1;5;2;;
2119;17;04/08/2007;18:10;Corinthians;Goias;Corinthians;1;0;1;;
2120;17;05/08/2007;16:00;Santos;Flamengo;Santos;3;0;1;;
2121;17;05/08/2007;16:00;Cruzeiro;Internacional;Cruzeiro;3;2;1;;
2122;17;05/08/2007;16:00;Fluminense;Palmeiras;Palmeiras;0;1;2;;
2123;17;05/08/2007;16:00;Juventude;Atletico-MG;Atletico-MG;1;2;2;;
2124;17;05/08/2007;18:10;Gremio;Sao Paulo;Sao Paulo;0;2;2;;
2125;17;05/08/2007;18:10;Vasco;Figueirense;-;2;2;3;;
2126;17;05/08/2007;18:10;Parana;Botafogo-RJ;-;0;0;3;;
2127;18;08/08/2007;19:30;Cruzeiro;Sport;Cruzeiro;2;0;1;;
2128;18;08/08/2007;19:30;Juventude;Fluminense;-;0;0;3;;
2129;18;08/08/2007;20:30;Nautico;Figueirense;Nautico;4;2;1;;
2130;18;08/08/2007;21:45;Goias;Atletico-MG;Goias;3;2;1;;
2131;18;08/08/2007;21:45;Athletico-PR;Flamengo;Athletico-PR;2;0;1;;
2132;18;08/08/2007;21:45;Botafogo-RJ;Sao Paulo;Sao Paulo;0;2;2;;
2133;18;09/08/2007;20:30;Vasco;Corinthians;Vasco;2;0;1;;
2134;18;09/08/2007;20:30;Gremio;America-RN;Gremio;3;0;1;;
2135;18;09/08/2007;20:30;Palmeiras;Internacional;-;1;1;3;;
2136;18;09/08/2007;20:30;Santos;Parana;Santos;2;0;1;;
2137;19;11/08/2007;18:10;Sport;Juventude;Sport;3;0;1;;
2138;19;11/08/2007;18:10;Sao Paulo;Athletico-PR;Sao Paulo;2;0;1;;
2139;19;11/08/2007;18:10;Flamengo;Nautico;Flamengo;2;1;1;;
2140;19;12/08/2007;16:00;Corinthians;Gremio;Corinthians;2;1;1;;
2141;19;12/08/2007;16:00;Atletico-MG;Palmeiras;Palmeiras;1;2;2;;
2142;19;12/08/2007;16:00;Figueirense;Botafogo-RJ;-;1;1;3;;
2143;19;12/08/2007;16:00;Internacional;Goias;Internacional;1;0;1;;
2144;19;12/08/2007;18:10;America-RN;Cruzeiro;Cruzeiro;1;2;2;;
2145;19;12/08/2007;18:10;Fluminense;Santos;Fluminense;3;0;1;;
2146;19;12/08/2007;18:10;Parana;Vasco;-;0;0;3;;
2025;7;15/08/2007;21:45;Botafogo-RJ;Corinthians;Corinthians;2;3;2;;
2076;11;16/08/2007;20:30;Fluminense;Flamengo;Flamengo;0;1;2;;
2147;20;18/08/2007;18:10;Santos;Sport;Santos;2;0;1;;
2148;20;18/08/2007;18:10;Athletico-PR;Figueirense;-;1;1;3;;
2149;20;18/08/2007;18:10;Gremio;Parana;Gremio;2;0;1;;
2150;20;19/08/2007;16:00;Palmeiras;Flamengo;Palmeiras;2;1;1;;
2151;20;19/08/2007;16:00;Nautico;Atletico-MG;Atletico-MG;0;1;2;;
2152;20;19/08/2007;16:00;Juventude;Corinthians;-;2;2;3;;
2153;20;19/08/2007;16:00;Vasco;America-RN;Vasco;2;0;1;;
2154;20;19/08/2007;18:10;Botafogo-RJ;Internacional;-;1;1;3;;
2155;20;19/08/2007;18:10;Cruzeiro;Fluminense;Cruzeiro;4;2;1;;
2156;20;19/08/2007;18:10;Goias;Sao Paulo;-;0;0;3;;
2036;8;23/08/2007;20:30;Flamengo;Juventude;Flamengo;4;0;1;;
2157;21;25/08/2007;18:10;Corinthians;Cruzeiro;Cruzeiro;0;3;2;;
2158;21;25/08/2007;18:10;Fluminense;Gremio;-;1;1;3;;
2159;21;25/08/2007;18:10;Internacional;Athletico-PR;Internacional;1;0;1;;
2160;21;26/08/2007;16:00;Atletico-MG;Botafogo-RJ;Botafogo-RJ;1;2;2;;
2161;21;26/08/2007;16:00;Sao Paulo;Nautico;Sao Paulo;5;0;1;;
2162;21;26/08/2007;16:00;Parana;Juventude;Parana;3;1;1;;
2163;21;26/08/2007;16:00;Figueirense;Palmeiras;Palmeiras;1;2;2;;
2164;21;26/08/2007;18:10;America-RN;Santos;Santos;1;4;2;;
2165;21;26/08/2007;18:10;Sport;Vasco;-;0;0;3;;
2166;21;26/08/2007;18:10;Flamengo;Goias;Flamengo;3;1;1;;
2167;22;29/08/2007;19:30;Parana;Cruzeiro;-;2;2;3;;
2168;22;29/08/2007;19:30;Juventude;Goias;Juventude;2;0;1;;
2169;22;29/08/2007;20:30;Botafogo-RJ;Flamengo;-;1;1;3;;
2170;22;29/08/2007;20:30;Figueirense;America-RN;Figueirense;3;1;1;;
2171;22;29/08/2007;21:30;Palmeiras;Sao Paulo;Sao Paulo;0;1;2;;
2172;22;29/08/2007;21:45;Atletico-MG;Corinthians;Atletico-MG;5;2;1;;
2173;22;29/08/2007;21:45;Sport;Gremio;Sport;2;0;1;;
2174;22;29/08/2007;21:45;Internacional;Fluminense;Fluminense;1;4;2;;
2175;22;30/08/2007;20:30;Santos;Athletico-PR;Santos;3;1;1;;
2176;22;30/08/2007;20:30;Vasco;Nautico;Vasco;4;1;1;;
2177;23;01/09/2007;18:10;Sao Paulo;Parana;Sao Paulo;6;0;1;;
2178;23;01/09/2007;18:10;Flamengo;Sport;-;1;1;3;;
2179;23;01/09/2007;18:10;America-RN;Juventude;Juventude;0;3;2;;
2180;23;02/09/2007;16:00;Corinthians;Santos;Corinthians;2;0;1;;
2181;23;02/09/2007;16:00;Cruzeiro;Palmeiras;Cruzeiro;5;0;1;;
2182;23;02/09/2007;16:00;Athletico-PR;Atletico-MG;Athletico-PR;1;0;1;;
2183;23;02/09/2007;16:00;Gremio;Botafogo-RJ;Gremio;3;0;1;;
2184;23;02/09/2007;18:10;Goias;Figueirense;Goias;2;1;1;;
2185;23;02/09/2007;18:10;Fluminense;Vasco;-;1;1;3;;
2186;23;02/09/2007;18:10;Nautico;Internacional;-;1;1;3;;
2187;24;05/09/2007;19:30;Corinthians;America-RN;Corinthians;1;0;1;;
2188;24;05/09/2007;19:30;Goias;Athletico-PR;Athletico-PR;2;3;2;;
2189;24;05/09/2007;20:30;Flamengo;Figueirense;Flamengo;4;1;1;;
2190;24;05/09/2007;20:30;Juventude;Cruzeiro;Juventude;1;0;1;;
2191;24;05/09/2007;21:45;Santos;Internacional;Santos;2;1;1;;
2192;24;05/09/2007;21:45;Atletico-MG;Sao Paulo;-;0;0;3;;
2193;24;05/09/2007;21:45;Gremio;Vasco;Gremio;3;1;1;;
2194;24;06/09/2007;20:30;Parana;Nautico;Nautico;2;4;2;;
2195;24;06/09/2007;20:30;Botafogo-RJ;Palmeiras;-;1;1;3;;
2196;24;06/09/2007;20:30;Sport;Fluminense;Fluminense;0;2;2;;
2197;25;08/09/2007;16:00;Figueirense;Atletico-MG;Figueirense;2;1;1;;
2198;25;08/09/2007;16:00;Internacional;Flamengo;Internacional;3;0;1;;
2199;25;08/09/2007;16:00;Vasco;Sao Paulo;Sao Paulo;0;2;2;;
2200;25;08/09/2007;18:10;Cruzeiro;Gremio;Cruzeiro;2;0;1;;
2201;25;08/09/2007;18:10;Santos;Juventude;Santos;1;0;1;;
2206;25;09/09/2007;00:00;Nautico;Botafogo-RJ;Nautico;4;1;1;;
2202;25;09/09/2007;19:00;Parana;Corinthians;Parana;1;0;1;;
2203;25;09/09/2007;19:00;Fluminense;Athletico-PR;Fluminense;2;0;1;;
2204;25;09/09/2007;19:00;America-RN;Sport;-;1;1;3;;
2205;25;09/09/2007;19:00;Palmeiras;Goias;Palmeiras;2;0;1;;
2116;16;12/09/2007;20:30;Flamengo;Cruzeiro;Flamengo;3;1;1;;
2207;26;15/09/2007;18:10;Goias;Nautico;Nautico;0;3;2;;
2208;26;15/09/2007;18:10;Fluminense;America-RN;Fluminense;2;0;1;;
2209;26;15/09/2007;18:10;Sao Paulo;Santos;Sao Paulo;2;1;1;;
2210;26;16/09/2007;16:00;Corinthians;Botafogo-RJ;Botafogo-RJ;0;1;2;;
2211;26;16/09/2007;16:00;Athletico-PR;Palmeiras;Athletico-PR;2;1;1;;
2212;26;16/09/2007;16:00;Sport;Parana;Sport;3;1;1;;
2213;26;16/09/2007;16:00;Atletico-MG;Cruzeiro;Cruzeiro;3;4;2;;
2214;26;16/09/2007;18:10;Figueirense;Juventude;Figueirense;4;1;1;;
2215;26;16/09/2007;18:10;Flamengo;Vasco;-;1;1;3;;
2216;26;16/09/2007;18:10;Gremio;Internacional;Gremio;1;0;1;;
2217;27;22/09/2007;18:10;Sao Paulo;Figueirense;Sao Paulo;2;0;1;;
2218;27;22/09/2007;18:10;Gremio;Santos;Gremio;1;0;1;;
2219;27;22/09/2007;18:10;Goias;America-RN;-;1;1;3;;
2220;27;23/09/2007;16:00;Juventude;Flamengo;-;2;2;3;;
2221;27;23/09/2007;16:00;Nautico;Sport;Nautico;2;0;1;;
2222;27;23/09/2007;16:00;Palmeiras;Corinthians;Palmeiras;1;0;1;;
2223;27;23/09/2007;16:00;Atletico-MG;Internacional;-;2;2;3;;
2224;27;23/09/2007;18:10;Athletico-PR;Parana;Athletico-PR;2;1;1;;
2225;27;23/09/2007;18:10;Botafogo-RJ;Fluminense;Fluminense;0;2;2;;
2226;27;23/09/2007;18:10;Vasco;Cruzeiro;Cruzeiro;0;2;2;;
2227;28;29/09/2007;18:10;Nautico;Athletico-PR;Nautico;5;0;1;;
2228;28;29/09/2007;18:10;Corinthians;Sport;Sport;1;2;2;;
2229;28;29/09/2007;18:10;Flamengo;Atletico-MG;Flamengo;1;0;1;;
2230;28;30/09/2007;16:00;Santos;Vasco;Santos;1;0;1;;
2231;28;30/09/2007;16:00;Botafogo-RJ;Goias;Goias;0;3;2;;
2232;28;30/09/2007;16:00;Internacional;Sao Paulo;Sao Paulo;1;2;2;;
2233;28;30/09/2007;16:00;Juventude;Gremio;Gremio;1;2;2;;
2234;28;30/09/2007;18:10;Cruzeiro;Figueirense;Figueirense;1;2;2;;
2235;28;30/09/2007;18:10;America-RN;Palmeiras;-;0;0;3;;
2236;28;30/09/2007;18:10;Parana;Fluminense;Parana;3;1;1;;
2058;29;03/10/2007;19:30;Palmeiras;Nautico;Palmeiras;2;1;1;;
2059;29;03/10/2007;19:30;Sport;Goias;Sport;4;0;1;;
2060;29;03/10/2007;20:30;Gremio;Atletico-MG;-;2;2;3;;
2061;29;03/10/2007;20:30;Vasco;Juventude;Juventude;0;1;2;;
2062;29;03/10/2007;21:45;Athletico-PR;Botafogo-RJ;Athletico-PR;2;0;1;;
2063;29;03/10/2007;21:45;Fluminense;Corinthians;-;1;1;3;;
2064;29;03/10/2007;21:45;Cruzeiro;Santos;Santos;0;1;2;;
2056;10;04/10/2007;20:30;Flamengo;Sao Paulo;Flamengo;1;0;1;;
2065;29;04/10/2007;20:30;America-RN;Parana;America-RN;3;2;1;;
2066;29;04/10/2007;20:30;Figueirense;Internacional;-;0;0;3;;
2237;30;06/10/2007;18:10;Palmeiras;Gremio;Palmeiras;2;0;1;;
2238;30;06/10/2007;18:10;Botafogo-RJ;Santos;Santos;1;2;2;;
2239;30;06/10/2007;18:10;Nautico;Juventude;Nautico;4;1;1;;
2240;30;07/10/2007;16:00;Sao Paulo;Corinthians;Corinthians;0;1;2;;
2241;30;07/10/2007;16:00;Athletico-PR;Vasco;Athletico-PR;1;0;1;;
2242;30;07/10/2007;16:00;Atletico-MG;Sport;Atletico-MG;3;1;1;;
2243;30;07/10/2007;16:00;Internacional;America-RN;Internacional;2;0;1;;
2244;30;07/10/2007;18:10;Goias;Cruzeiro;-;0;0;3;;
2245;30;07/10/2007;18:10;Figueirense;Parana;Figueirense;4;0;1;;
2246;30;07/10/2007;18:10;Flamengo;Fluminense;Fluminense;0;2;2;;
2247;31;12/10/2007;20:30;Sport;Figueirense;-;0;0;3;;
2248;31;12/10/2007;20:30;Cruzeiro;Nautico;-;2;2;3;;
2249;31;12/10/2007;20:30;Juventude;Athletico-PR;-;0;0;3;;
2250;31;13/10/2007;16:00;Corinthians;Internacional;-;1;1;3;;
2251;31;13/10/2007;16:00;Parana;Flamengo;Flamengo;0;1;2;;
2252;31;13/10/2007;16:00;Fluminense;Sao Paulo;-;1;1;3;;
2253;31;13/10/2007;18:10;America-RN;Atletico-MG;Atletico-MG;0;1;2;;
2254;31;13/10/2007;18:10;Santos;Palmeiras;-;1;1;3;;
2255;31;13/10/2007;18:10;Gremio;Goias;Gremio;2;1;1;;
2256;31;14/10/2007;16:00;Vasco;Botafogo-RJ;Vasco;2;1;1;;
2026;7;18/10/2007;21:45;Vasco;Flamengo;Flamengo;1;2;2;;
2257;32;20/10/2007;18:10;Palmeiras;Parana;Palmeiras;3;0;1;;
2258;32;20/10/2007;18:10;Goias;Fluminense;Goias;5;3;1;;
2259;32;20/10/2007;18:10;Botafogo-RJ;Sport;Botafogo-RJ;3;1;1;;
2260;32;21/10/2007;16:00;Nautico;Corinthians;Nautico;1;0;1;;
2261;32;21/10/2007;16:00;Atletico-MG;Vasco;Atletico-MG;1;0;1;;
2262;32;21/10/2007;16:00;Sao Paulo;Cruzeiro;Sao Paulo;1;0;1;;
2263;32;21/10/2007;17:00;Athletico-PR;America-RN;Athletico-PR;2;0;1;;
2264;32;21/10/2007;18:10;Figueirense;Santos;Figueirense;1;0;1;;
2265;32;21/10/2007;18:10;Internacional;Juventude;Internacional;3;0;1;;
2266;32;21/10/2007;18:10;Flamengo;Gremio;Flamengo;2;0;1;;
2267;33;27/10/2007;18:10;Fluminense;Atletico-MG;-;1;1;3;;
2268;33;27/10/2007;18:10;Cruzeiro;Athletico-PR;-;1;1;3;;
2269;33;27/10/2007;18:10;Santos;Goias;Santos;3;0;1;;
2270;33;28/10/2007;16:00;Sport;Sao Paulo;Sao Paulo;1;2;2;;
2271;33;28/10/2007;16:00;America-RN;Flamengo;Flamengo;0;1;2;;
2272;33;28/10/2007;16:00;Gremio;Nautico;Gremio;4;3;1;;
2273;33;28/10/2007;17:00;Corinthians;Figueirense;Corinthians;2;1;1;;
2274;33;28/10/2007;18:10;Parana;Internacional;Parana;1;0;1;;
2275;33;28/10/2007;18:10;Juventude;Botafogo-RJ;-;1;1;3;;
2276;33;28/10/2007;18:10;Vasco;Palmeiras;-;2;2;3;;
2277;34;31/10/2007;19:30;Athletico-PR;Gremio;Athletico-PR;2;0;1;;
2278;34;31/10/2007;19:30;Figueirense;Fluminense;Fluminense;0;2;2;;
2279;34;31/10/2007;20:30;Atletico-MG;Parana;-;0;0;3;;
2280;34;31/10/2007;21:45;Goias;Vasco;Vasco;2;3;2;;
2281;34;31/10/2007;21:45;Nautico;Santos;Santos;1;2;2;;
2282;34;31/10/2007;21:45;Flamengo;Corinthians;Flamengo;2;1;1;;
2283;34;31/10/2007;21:45;Sao Paulo;America-RN;Sao Paulo;3;0;1;;
2284;34;01/11/2007;20:30;Botafogo-RJ;Cruzeiro;Botafogo-RJ;4;1;1;;
2285;34;01/11/2007;20:30;Palmeiras;Juventude;Juventude;0;1;2;;
2286;34;01/11/2007;20:30;Internacional;Sport;-;0;0;3;;
2287;35;03/11/2007;18:10;Parana;Goias;Parana;1;0;1;;
2288;35;03/11/2007;18:10;Fluminense;Nautico;Fluminense;2;1;1;;
2289;35;03/11/2007;18:10;Gremio;Figueirense;Figueirense;1;2;2;;
2290;35;04/11/2007;16:00;Santos;Atletico-MG;-;2;2;3;;
2291;35;04/11/2007;16:00;Cruzeiro;Flamengo;Cruzeiro;3;1;1;;
2292;35;04/11/2007;17:00;Corinthians;Athletico-PR;-;2;2;3;;
2293;35;04/11/2007;18:10;America-RN;Botafogo-RJ;-;1;1;3;;
2294;35;04/11/2007;18:10;Sport;Palmeiras;Sport;3;1;1;;
2295;35;04/11/2007;18:10;Vasco;Internacional;Internacional;1;2;2;;
2296;35;07/11/2007;21:45;Juventude;Sao Paulo;Juventude;2;0;1;;
2297;36;10/11/2007;18:10;Botafogo-RJ;Parana;Botafogo-RJ;3;2;1;;
2298;36;10/11/2007;18:10;Nautico;America-RN;Nautico;4;0;1;;
2299;36;10/11/2007;18:10;Internacional;Cruzeiro;Internacional;1;0;1;;
2300;36;11/11/2007;16:00;Goias;Corinthians;-;1;1;3;;
2301;36;11/11/2007;16:00;Figueirense;Vasco;-;3;3;3;;
2302;36;11/11/2007;17:00;Athletico-PR;Sport;-;0;0;3;;
2303;36;11/11/2007;18:10;Atletico-MG;Juventude;Atletico-MG;4;1;1;;
2304;36;11/11/2007;18:10;Sao Paulo;Gremio;Sao Paulo;1;0;1;;
2305;36;11/11/2007;18:10;Flamengo;Santos;Flamengo;1;0;1;;
2306;36;14/11/2007;21:45;Palmeiras;Fluminense;Palmeiras;1;0;1;;
2307;37;24/11/2007;18:10;America-RN;Gremio;Gremio;0;3;2;;
2308;37;24/11/2007;18:10;Fluminense;Juventude;Fluminense;3;2;1;;
2309;37;25/11/2007;16:00;Sao Paulo;Botafogo-RJ;-;2;2;3;;
2310;37;25/11/2007;16:00;Internacional;Palmeiras;Internacional;2;1;1;;
2311;37;25/11/2007;18:10;Parana;Santos;Santos;2;3;2;;
2312;37;25/11/2007;18:10;Sport;Cruzeiro;Sport;1;0;1;;
2313;37;25/11/2007;18:10;Flamengo;Athletico-PR;Flamengo;2;0;1;;
2314;37;28/11/2007;21:45;Atletico-MG;Goias;Atletico-MG;4;1;1;;
2315;37;28/11/2007;21:45;Figueirense;Nautico;Figueirense;2;0;1;;
2316;37;28/11/2007;21:45;Corinthians;Vasco;Vasco;0;1;2;;
2317;38;02/12/2007;16:00;Athletico-PR;Sao Paulo;Athletico-PR;2;1;1;;
2318;38;02/12/2007;16:00;Santos;Fluminense;Fluminense;2;4;2;;
2319;38;02/12/2007;16:00;Nautico;Flamengo;Nautico;1;0;1;;
2320;38;02/12/2007;16:00;Palmeiras;Atletico-MG;Atletico-MG;1;3;2;;
2321;38;02/12/2007;16:00;Cruzeiro;America-RN;Cruzeiro;2;0;1;;
2322;38;02/12/2007;16:00;Gremio;Corinthians;-;1;1;3;;
2323;38;02/12/2007;16:00;Goias;Internacional;Goias;2;1;1;;
2324;38;02/12/2007;16:00;Vasco;Parana;Vasco;3;0;1;;
2325;38;02/12/2007;16:00;Botafogo-RJ;Figueirense;-;1;1;3;;
2326;38;02/12/2007;16:00;Juventude;Sport;Juventude;2;1;1;;
2327;1;10/05/2008;18:10;Nautico;Goias;Nautico;2;1;1;;
2328;1;10/05/2008;18:10;Sao Paulo;Gremio;Gremio;0;1;2;;
2329;1;10/05/2008;18:10;Vitoria;Cruzeiro;Cruzeiro;0;2;2;;
2330;1;11/05/2008;16:00;Coritiba;Palmeiras;Coritiba;2;0;1;;
2331;1;11/05/2008;16:00;Internacional;Vasco;Internacional;1;0;1;;
2332;1;11/05/2008;16:00;Botafogo-RJ;Sport;Botafogo-RJ;2;0;1;;
2333;1;11/05/2008;16:00;Ipatinga;Athletico-PR;Athletico-PR;0;1;2;;
2334;1;11/05/2008;18:10;Portuguesa;Figueirense;-;5;5;3;;
2335;1;11/05/2008;18:10;Atletico-MG;Fluminense;-;0;0;3;;
2336;1;11/05/2008;18:10;Flamengo;Santos;Flamengo;3;1;1;;
2337;2;17/05/2008;18:10;Cruzeiro;Botafogo-RJ;Cruzeiro;1;0;1;;
2338;2;17/05/2008;18:10;Sport;Vitoria;-;0;0;3;;
2339;2;17/05/2008;18:10;Vasco;Portuguesa;Vasco;3;1;1;;
2340;2;18/05/2008;16:00;Gremio;Flamengo;-;0;0;3;;
2341;2;18/05/2008;16:00;Athletico-PR;Sao Paulo;-;1;1;3;;
2342;2;18/05/2008;16:00;Fluminense;Nautico;Nautico;0;2;2;;
2343;2;18/05/2008;16:00;Goias;Atletico-MG;-;1;1;3;;
2344;2;18/05/2008;18:10;Figueirense;Coritiba;Figueirense;2;1;1;;
2345;2;18/05/2008;18:10;Palmeiras;Internacional;Palmeiras;2;1;1;;
2346;2;18/05/2008;18:10;Santos;Ipatinga;Santos;4;0;1;;
2347;3;24/05/2008;18:10;Gremio;Nautico;Gremio;2;0;1;;
2348;3;24/05/2008;18:10;Flamengo;Internacional;Flamengo;2;1;1;;
2349;3;24/05/2008;18:10;Vitoria;Figueirense;Vitoria;4;0;1;;
2350;3;25/05/2008;16:00;Cruzeiro;Santos;Cruzeiro;4;0;1;;
2351;3;25/05/2008;16:00;Sao Paulo;Coritiba;-;1;1;3;;
2352;3;25/05/2008;16:00;Sport;Fluminense;Sport;2;1;1;;
2353;3;25/05/2008;16:00;Goias;Ipatinga;-;1;1;3;;
2354;3;25/05/2008;18:10;Athletico-PR;Atletico-MG;-;1;1;3;;
2355;3;25/05/2008;18:10;Portuguesa;Palmeiras;-;1;1;3;;
2356;3;25/05/2008;18:10;Botafogo-RJ;Vasco;-;1;1;3;;
2357;4;31/05/2008;18:10;Vasco;Gremio;Vasco;2;1;1;;
2358;4;31/05/2008;18:10;Internacional;Sport;-;1;1;3;;
2359;4;31/05/2008;18:10;Figueirense;Goias;-;0;0;3;;
2360;4;01/06/2008;16:00;Santos;Sao Paulo;-;0;0;3;;
2361;4;01/06/2008;16:00;Coritiba;Cruzeiro;-;1;1;3;;
2362;4;01/06/2008;16:00;Nautico;Botafogo-RJ;Nautico;3;0;1;;
2363;4;01/06/2008;16:00;Ipatinga;Vitoria;Ipatinga;2;0;1;;
2364;4;01/06/2008;18:10;Palmeiras;Athletico-PR;Palmeiras;1;0;1;;
2365;4;01/06/2008;18:10;Atletico-MG;Portuguesa;Atletico-MG;2;0;1;;
2366;4;01/06/2008;18:10;Fluminense;Flamengo;Flamengo;0;1;2;;
2367;5;07/06/2008;18:10;Sao Paulo;Atletico-MG;Sao Paulo;5;1;1;;
2368;5;07/06/2008;18:10;Flamengo;Figueirense;Flamengo;5;0;1;;
2369;5;07/06/2008;18:10;Ipatinga;Nautico;-;0;0;3;;
2370;5;08/06/2008;16:00;Portuguesa;Internacional;Portuguesa;3;1;1;;
2371;5;08/06/2008;16:00;Gremio;Fluminense;Gremio;2;1;1;;
2372;5;08/06/2008;16:00;Sport;Palmeiras;Sport;2;0;1;;
2373;5;08/06/2008;16:00;Athletico-PR;Goias;Athletico-PR;5;0;1;;
2374;5;08/06/2008;18:10;Botafogo-RJ;Coritiba;Botafogo-RJ;2;1;1;;
2375;5;08/06/2008;18:10;Cruzeiro;Vasco;Cruzeiro;1;0;1;;
2376;5;08/06/2008;18:10;Vitoria;Santos;Vitoria;1;0;1;;
2377;6;12/06/2008;20:30;Fluminense;Santos;-;1;1;3;;
2378;6;12/06/2008;20:30;Palmeiras;Cruzeiro;Palmeiras;5;2;1;;
2379;6;12/06/2008;20:30;Atletico-MG;Ipatinga;Atletico-MG;4;2;1;;
2380;6;14/06/2008;16:10;Flamengo;Sao Paulo;Sao Paulo;2;4;2;;
